locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNDGMFLB_02596	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
KNDGMFLB_02597	CDS	930				hypothetical protein
KNDGMFLB_02598	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
KNDGMFLB_02599	CDS	2151	pbpH_2		COG0768	Penicillin-binding protein H
KNDGMFLB_02600	CDS	1293				hypothetical protein
KNDGMFLB_02601	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
KNDGMFLB_02602	CDS	483				hypothetical protein
KNDGMFLB_02603	CDS	768				hypothetical protein
KNDGMFLB_02604	CDS	429	yqgA			Cell wall-binding protein YqgA
KNDGMFLB_02605	CDS	300				hypothetical protein
KNDGMFLB_02606	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KNDGMFLB_02607	CDS	384				hypothetical protein
KNDGMFLB_02608	CDS	582		3.1.3.-	COG5663	Nucleotidase
KNDGMFLB_02609	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
KNDGMFLB_02610	CDS	882				hypothetical protein
KNDGMFLB_02611	CDS	255				hypothetical protein
KNDGMFLB_02612	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
KNDGMFLB_02613	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
KNDGMFLB_02614	CDS	744				hypothetical protein
KNDGMFLB_02615	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
KNDGMFLB_02616	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
KNDGMFLB_02617	CDS	651	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
KNDGMFLB_02618	CDS	363	cccA		COG2010	Cytochrome c-550
KNDGMFLB_02619	CDS	1116	sigA		COG0568	RNA polymerase sigma factor SigA
KNDGMFLB_02620	CDS	1812	dnaG_2	2.7.7.-	COG0358	DNA primase
KNDGMFLB_02621	CDS	495				hypothetical protein
KNDGMFLB_02622	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
KNDGMFLB_02623	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
KNDGMFLB_02624	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KNDGMFLB_02625	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KNDGMFLB_02626	CDS	768	recO		COG1381	DNA repair protein RecO
KNDGMFLB_02627	CDS	144				hypothetical protein
KNDGMFLB_02628	CDS	906	era		COG1159	GTPase Era
KNDGMFLB_02629	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
KNDGMFLB_02630	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
KNDGMFLB_02631	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
KNDGMFLB_02632	CDS	2133	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
KNDGMFLB_02633	CDS	99				hypothetical protein
KNDGMFLB_02634	CDS	960			COG1702	PhoH-like protein
KNDGMFLB_02635	CDS	1197				hypothetical protein
KNDGMFLB_02636	CDS	282				hypothetical protein
KNDGMFLB_02637	CDS	420				hypothetical protein
KNDGMFLB_02638	CDS	996				hypothetical protein
KNDGMFLB_02639	CDS	1314				hypothetical protein
KNDGMFLB_02640	CDS	447	yqeY		COG1610	putative protein YqeY
KNDGMFLB_02641	CDS	174	rpsU		COG0828	30S ribosomal protein S21
KNDGMFLB_02642	CDS	975				hypothetical protein
KNDGMFLB_02643	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
KNDGMFLB_02644	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KNDGMFLB_02645	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KNDGMFLB_02646	CDS	1128	dnaJ			Chaperone protein DnaJ
KNDGMFLB_02647	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
KNDGMFLB_02648	CDS	564	grpE		COG0576	Protein GrpE
KNDGMFLB_02649	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
KNDGMFLB_02650	CDS	1140	hemW		COG0635	Heme chaperone HemW
KNDGMFLB_02651	CDS	1839	lepA	3.6.5.-	COG0481	Elongation factor 4
KNDGMFLB_02652	CDS	339				hypothetical protein
KNDGMFLB_02653	CDS	1206				hypothetical protein
KNDGMFLB_02654	CDS	1107	gpr	3.4.24.78		Germination protease
KNDGMFLB_02655	CDS	267	rpsT		COG0268	30S ribosomal protein S20
KNDGMFLB_02656	CDS	1044	yqeN		COG1466	putative protein YqeN
KNDGMFLB_02657	CDS	135				hypothetical protein
KNDGMFLB_02658	CDS	2331	comEC		COG0658	ComE operon protein 3
KNDGMFLB_02659	CDS	570	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
KNDGMFLB_02660	CDS	618	comEA		COG1555	ComE operon protein 1
KNDGMFLB_02661	CDS	822	proC_3	1.5.1.2		Pyrroline-5-carboxylate reductase
KNDGMFLB_02662	CDS	744	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KNDGMFLB_02663	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
KNDGMFLB_02664	CDS	561				hypothetical protein
KNDGMFLB_02665	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
KNDGMFLB_02666	CDS	291			COG1534	RNA-binding protein
KNDGMFLB_02667	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KNDGMFLB_02668	CDS	1101	yqeH		COG1161	putative protein YqeH
KNDGMFLB_02669	CDS	528				hypothetical protein
KNDGMFLB_02670	CDS	93				hypothetical protein
KNDGMFLB_02671	CDS	732				hypothetical protein
KNDGMFLB_02672	CDS	753	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
KNDGMFLB_02673	CDS	627	ydjZ_3		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
KNDGMFLB_02674	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
KNDGMFLB_02675	CDS	720				hypothetical protein
KNDGMFLB_02676	CDS	411	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
KNDGMFLB_02677	CDS	471	sigK_1		COG1191	RNA polymerase sigma-K factor
KNDGMFLB_02678	CDS	1503				hypothetical protein
KNDGMFLB_02679	CDS	420	arsC	1.20.4.4	COG0394	Arsenate reductase
KNDGMFLB_02680	CDS	1041	acr3		COG0798	Arsenical-resistance protein Acr3
KNDGMFLB_02681	CDS	441	cadI		COG0346	Cadmium-induced protein CadI
KNDGMFLB_02682	CDS	318	arsR		COG0640	Arsenical resistance operon repressor
KNDGMFLB_02683	CDS	765				hypothetical protein
KNDGMFLB_02684	CDS	1137	rapA_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
KNDGMFLB_02685	CDS	135				hypothetical protein
KNDGMFLB_02686	CDS	159				hypothetical protein
KNDGMFLB_02687	CDS	1596	yqcG_2	3.1.-.-	COG5444	Ribonuclease YqcG
KNDGMFLB_02688	CDS	579	yqcF			Antitoxin YqcF
KNDGMFLB_02689	CDS	147				hypothetical protein
KNDGMFLB_02690	CDS	363				hypothetical protein
KNDGMFLB_02691	CDS	480				hypothetical protein
KNDGMFLB_02692	CDS	819	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
KNDGMFLB_02693	CDS	423				hypothetical protein
KNDGMFLB_02694	CDS	894				hypothetical protein
KNDGMFLB_02695	CDS	165				hypothetical protein
KNDGMFLB_02696	CDS	336	xkdW_2			Phage-like element PBSX protein XkdW
KNDGMFLB_02697	CDS	1101				hypothetical protein
KNDGMFLB_02698	CDS	273				hypothetical protein
KNDGMFLB_02699	CDS	579				hypothetical protein
KNDGMFLB_02700	CDS	1047				hypothetical protein
KNDGMFLB_02701	CDS	426				hypothetical protein
KNDGMFLB_02702	CDS	264				hypothetical protein
KNDGMFLB_02703	CDS	981				hypothetical protein
KNDGMFLB_02704	CDS	708				hypothetical protein
KNDGMFLB_02705	CDS	4758	yqbO_2		COG3953	putative protein YqbO
KNDGMFLB_02706	CDS	450	yqbN_2			putative protein YqbN
KNDGMFLB_02707	CDS	180	txpA			Toxin TxpA
KNDGMFLB_02708	CDS	444	xkdM_2			Phage-like element PBSX protein XkdM
KNDGMFLB_02709	CDS	1401				hypothetical protein
KNDGMFLB_02710	CDS	189				hypothetical protein
KNDGMFLB_02711	CDS	438				hypothetical protein
KNDGMFLB_02712	CDS	504				hypothetical protein
KNDGMFLB_02713	CDS	363	xkdH_2			Phage-like element PBSX protein XkdH
KNDGMFLB_02714	CDS	396	yqbG_2			putative protein YqbG
KNDGMFLB_02715	CDS	312	yqbF			putative protein YqbF
KNDGMFLB_02716	CDS	936	xkdG_2			Phage-like element PBSX protein XkdG
KNDGMFLB_02717	CDS	969	yqbD_2			putative protein YqbD
KNDGMFLB_02718	CDS	654				hypothetical protein
KNDGMFLB_02719	CDS	918				hypothetical protein
KNDGMFLB_02720	CDS	1533				hypothetical protein
KNDGMFLB_02721	CDS	1296				hypothetical protein
KNDGMFLB_02722	CDS	720				hypothetical protein
KNDGMFLB_02723	CDS	465				hypothetical protein
KNDGMFLB_02724	CDS	456				hypothetical protein
KNDGMFLB_02725	CDS	930				hypothetical protein
KNDGMFLB_02726	CDS	207				hypothetical protein
KNDGMFLB_02727	CDS	429				hypothetical protein
KNDGMFLB_02728	CDS	144				hypothetical protein
KNDGMFLB_02729	CDS	861				hypothetical protein
KNDGMFLB_02730	CDS	702				hypothetical protein
KNDGMFLB_02731	CDS	855	recT		COG3723	Protein RecT
KNDGMFLB_02732	CDS	960				hypothetical protein
KNDGMFLB_02733	CDS	195	yqaI			putative protein YqaI
KNDGMFLB_02734	CDS	174				hypothetical protein
KNDGMFLB_02735	CDS	258				hypothetical protein
KNDGMFLB_02736	CDS	570				hypothetical protein
KNDGMFLB_02737	CDS	174				hypothetical protein
KNDGMFLB_02738	CDS	231				hypothetical protein
KNDGMFLB_02739	CDS	351	xre_3		COG1396	HTH-type transcriptional regulator Xre
KNDGMFLB_02740	CDS	168				hypothetical protein
KNDGMFLB_02741	CDS	537				hypothetical protein
KNDGMFLB_02742	CDS	519				hypothetical protein
KNDGMFLB_02743	CDS	399	sigK_2		COG1191	RNA polymerase sigma-K factor
KNDGMFLB_02744	CDS	417	psiE			Protein PsiE
KNDGMFLB_02745	CDS	1299				hypothetical protein
KNDGMFLB_02746	CDS	696	walR_1		COG0745	Transcriptional regulatory protein WalR
KNDGMFLB_02747	CDS	1218				hypothetical protein
KNDGMFLB_02748	CDS	558				hypothetical protein
KNDGMFLB_02749	CDS	525	ywrO_2	1.6.99.-	COG2249	General stress protein 14
KNDGMFLB_02750	CDS	477				hypothetical protein
KNDGMFLB_02751	CDS	786				hypothetical protein
KNDGMFLB_02752	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
KNDGMFLB_02753	CDS	1128	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KNDGMFLB_02754	CDS	558	tusA_2			Sulfur carrier protein TusA
KNDGMFLB_02755	CDS	483	dsrE2		COG2210	Sulfur carrier protein DsrE2
KNDGMFLB_02756	CDS	261	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
KNDGMFLB_02757	CDS	561				hypothetical protein
KNDGMFLB_02758	CDS	822				hypothetical protein
KNDGMFLB_02759	CDS	1203	tetA_2			Tetracycline resistance protein, class B
KNDGMFLB_02760	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
KNDGMFLB_02761	CDS	1305				hypothetical protein
KNDGMFLB_02762	CDS	144				hypothetical protein
KNDGMFLB_02763	CDS	966				hypothetical protein
KNDGMFLB_02764	CDS	867	gltR_2		COG0583	HTH-type transcriptional regulator GltR
KNDGMFLB_02765	CDS	1038	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
KNDGMFLB_02766	CDS	936	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
KNDGMFLB_02767	CDS	2538	ppsC_1	2.3.1.-	COG1020	Plipastatin synthase subunit C
KNDGMFLB_02768	CDS	654	ppsC_2	2.3.1.-	COG1020	Plipastatin synthase subunit C
KNDGMFLB_02769	CDS	7683	ppsB	2.3.1.-		Plipastatin synthase subunit B
KNDGMFLB_02770	CDS	4932	ppsA	2.3.1.-	COG1020	Plipastatin synthase subunit A
KNDGMFLB_02771	CDS	531				hypothetical protein
KNDGMFLB_02772	CDS	1476	dacC	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
KNDGMFLB_02773	CDS	978	galM	5.1.3.3	COG2017	Aldose 1-epimerase
KNDGMFLB_02774	CDS	1392	mepA_2			Multidrug export protein MepA
KNDGMFLB_02775	CDS	546	yoeB			putative protein YoeB
KNDGMFLB_02776	tRNA	73				tRNA-Arg(cct)
KNDGMFLB_02777	CDS	546	xerC_7			Tyrosine recombinase XerC
KNDGMFLB_02778	CDS	231				hypothetical protein
KNDGMFLB_02779	CDS	1764	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
KNDGMFLB_02780	CDS	858	yofA		COG0583	HTH-type transcriptional regulator YofA
KNDGMFLB_02781	CDS	990	adhT	1.1.1.1		Alcohol dehydrogenase
KNDGMFLB_02782	CDS	1482	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
KNDGMFLB_02783	CDS	4563	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
KNDGMFLB_02784	CDS	903	gltC_1			HTH-type transcriptional regulator GltC
KNDGMFLB_02785	CDS	1116	proB_2	2.7.2.11	COG0263	Glutamate 5-kinase 1
KNDGMFLB_02786	CDS	816	proC_4	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KNDGMFLB_02787	CDS	372	rtp			Replication termination protein
KNDGMFLB_02788	CDS	717	ucpA	1.-.-.-		Oxidoreductase UcpA
KNDGMFLB_02789	CDS	306				hypothetical protein
KNDGMFLB_02790	CDS	771				hypothetical protein
KNDGMFLB_02791	CDS	534				IS1595 family transposase ISSpgl1
KNDGMFLB_02792	CDS	1245	yoaB		COG0477	Putative transporter YoaB
KNDGMFLB_02793	CDS	1464	yoaC	2.7.1.-	COG1070	Putative sugar kinase YoaC
KNDGMFLB_02794	CDS	1002	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
KNDGMFLB_02795	CDS	2043	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KNDGMFLB_02796	CDS	294				hypothetical protein
KNDGMFLB_02797	CDS	405				hypothetical protein
KNDGMFLB_02798	CDS	123				hypothetical protein
KNDGMFLB_02799	CDS	294				hypothetical protein
KNDGMFLB_02800	CDS	1686	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
KNDGMFLB_02801	CDS	1452		1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
KNDGMFLB_02802	CDS	699	yoaJ		COG4305	Expansin-YoaJ
KNDGMFLB_02803	CDS	678				hypothetical protein
KNDGMFLB_02804	CDS	1038	pelB	4.2.2.10	COG3866	Pectin lyase
KNDGMFLB_02805	CDS	684	yedK_1	3.4.-.-	COG2135	SOS response-associated protein YedK
KNDGMFLB_02806	CDS	306				hypothetical protein
KNDGMFLB_02807	CDS	1173	oxdD	4.1.1.2	COG2140	Oxalate decarboxylase OxdD
KNDGMFLB_02808	CDS	489				hypothetical protein
KNDGMFLB_02809	CDS	756				hypothetical protein
KNDGMFLB_02810	CDS	354				hypothetical protein
KNDGMFLB_02811	CDS	498				hypothetical protein
KNDGMFLB_02812	CDS	912				hypothetical protein
KNDGMFLB_02813	CDS	483				hypothetical protein
KNDGMFLB_02814	CDS	255				hypothetical protein
KNDGMFLB_02815	CDS	795				hypothetical protein
KNDGMFLB_02816	CDS	873	gltC_2			HTH-type transcriptional regulator GltC
KNDGMFLB_02817	CDS	879	yijE			putative cystine transporter YijE
KNDGMFLB_02818	CDS	432				hypothetical protein
KNDGMFLB_02819	CDS	633	ydeA_2	3.2.-.-	COG0693	putative protease YdeA
KNDGMFLB_02820	CDS	921	penP	3.5.2.6	COG2367	Beta-lactamase
KNDGMFLB_02821	CDS	363	yobA			putative protein YobA
KNDGMFLB_02822	CDS	264				hypothetical protein
KNDGMFLB_02823	CDS	108				hypothetical protein
KNDGMFLB_02824	CDS	2601	rphC			rifamycin-inactivating phosphotransferase RphC
KNDGMFLB_02825	CDS	642	xynA	3.2.1.8		Endo-1,4-beta-xylanase A
KNDGMFLB_02826	CDS	240				hypothetical protein
KNDGMFLB_02827	CDS	339				hypothetical protein
KNDGMFLB_02828	CDS	465				hypothetical protein
KNDGMFLB_02829	CDS	366				hypothetical protein
KNDGMFLB_02830	CDS	660	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
KNDGMFLB_02831	CDS	918				hypothetical protein
KNDGMFLB_02832	CDS	174				hypothetical protein
KNDGMFLB_02833	CDS	225				hypothetical protein
KNDGMFLB_02834	CDS	456				hypothetical protein
KNDGMFLB_02835	CDS	261				hypothetical protein
KNDGMFLB_02836	CDS	1116	rapG_1	3.1.-.-		Response regulator aspartate phosphatase G
KNDGMFLB_02837	CDS	123				hypothetical protein
KNDGMFLB_02838	CDS	654	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
KNDGMFLB_02839	CDS	348	dinB_4	2.7.7.7		DNA polymerase IV
KNDGMFLB_02840	CDS	294				hypothetical protein
KNDGMFLB_02841	CDS	312				hypothetical protein
KNDGMFLB_02842	CDS	3606				hypothetical protein
KNDGMFLB_02843	CDS	843				hypothetical protein
KNDGMFLB_02844	CDS	459	yobK			Antitoxin YobK
KNDGMFLB_02845	CDS	1803	yobL	3.1.-.-		Ribonuclease YobL
KNDGMFLB_02846	CDS	564				hypothetical protein
KNDGMFLB_02847	CDS	1437		1.4.3.2	COG1231	L-amino acid oxidase
KNDGMFLB_02848	CDS	2421				hypothetical protein
KNDGMFLB_02849	CDS	333	csaA		COG0073	putative chaperone CsaA
KNDGMFLB_02850	CDS	720	rhaS_2			HTH-type transcriptional activator RhaS
KNDGMFLB_02851	CDS	744				hypothetical protein
KNDGMFLB_02852	CDS	576				hypothetical protein
KNDGMFLB_02853	CDS	702	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
KNDGMFLB_02854	CDS	483				hypothetical protein
KNDGMFLB_02855	CDS	942				hypothetical protein
KNDGMFLB_02856	CDS	546				Protein csk22
KNDGMFLB_02857	CDS	324	czrA		COG0640	HTH-type transcriptional repressor CzrA
KNDGMFLB_02858	CDS	678				hypothetical protein
KNDGMFLB_02859	CDS	537				hypothetical protein
KNDGMFLB_02860	CDS	783				hypothetical protein
KNDGMFLB_02861	CDS	498				hypothetical protein
KNDGMFLB_02862	CDS	978	mccF			Microcin C7 self-immunity protein MccF
KNDGMFLB_02863	CDS	1059	des	1.14.19.-	COG3239	Fatty acid desaturase
KNDGMFLB_02864	CDS	1113	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
KNDGMFLB_02865	CDS	600	desR_1		COG2197	Transcriptional regulatory protein DesR
KNDGMFLB_02866	CDS	864	yocH		COG1388	Cell wall-binding protein YocH
KNDGMFLB_02867	CDS	1776	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
KNDGMFLB_02868	CDS	627	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
KNDGMFLB_02869	CDS	492	yocK		COG1734	General stress protein 16O
KNDGMFLB_02870	CDS	333				hypothetical protein
KNDGMFLB_02871	CDS	228				hypothetical protein
KNDGMFLB_02872	CDS	477	yocM		COG0071	Salt stress-responsive protein YocM
KNDGMFLB_02873	CDS	264				hypothetical protein
KNDGMFLB_02874	CDS	234				hypothetical protein
KNDGMFLB_02875	CDS	345				hypothetical protein
KNDGMFLB_02876	CDS	204				hypothetical protein
KNDGMFLB_02877	CDS	1488	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
KNDGMFLB_02878	CDS	1899	sqhC	4.2.1.137	COG1657	Sporulenol synthase
KNDGMFLB_02879	CDS	846				hypothetical protein
KNDGMFLB_02880	CDS	1338				hypothetical protein
KNDGMFLB_02881	CDS	966	panS_1		COG0385	Pantothenate precursors transporter PanS
KNDGMFLB_02882	CDS	1254	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
KNDGMFLB_02883	CDS	2835	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
KNDGMFLB_02884	CDS	1917				hypothetical protein
KNDGMFLB_02885	CDS	891				hypothetical protein
KNDGMFLB_02886	CDS	591	yojM		COG2032	Superoxide dismutase-like protein YojM
KNDGMFLB_02887	CDS	1245	cwlS	3.4.19.11	COG0791	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
KNDGMFLB_02888	CDS	1218	oleD_2	2.4.1.-		Oleandomycin glycosyltransferase
KNDGMFLB_02889	CDS	615	cdaS	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaS
KNDGMFLB_02890	CDS	111				hypothetical protein
KNDGMFLB_02891	CDS	1359	norM		COG0534	Multidrug resistance protein NorM
KNDGMFLB_02892	CDS	849	rsbRC		COG1366	RsbT co-antagonist protein RsbRC
KNDGMFLB_02893	CDS	666	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
KNDGMFLB_02894	CDS	351	yojF			putative protein YojF
KNDGMFLB_02895	CDS	279				hypothetical protein
KNDGMFLB_02896	CDS	897	rarD		COG2962	Protein RarD
KNDGMFLB_02897	CDS	474	gerT			Spore germination protein GerT
KNDGMFLB_02898	CDS	237				hypothetical protein
KNDGMFLB_02899	CDS	1335	gntT_1		COG2610	High-affinity gluconate transporter
KNDGMFLB_02900	CDS	390				hypothetical protein
KNDGMFLB_02901	CDS	339	yodB_1		COG1733	HTH-type transcriptional regulator YodB
KNDGMFLB_02902	CDS	609	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
KNDGMFLB_02903	CDS	603	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
KNDGMFLB_02904	CDS	912	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
KNDGMFLB_02905	CDS	201				hypothetical protein
KNDGMFLB_02906	CDS	1491	yodF_2		COG0591	putative symporter YodF
KNDGMFLB_02907	CDS	1401	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
KNDGMFLB_02908	CDS	702	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KNDGMFLB_02909	CDS	252				hypothetical protein
KNDGMFLB_02910	CDS	822	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
KNDGMFLB_02911	CDS	702	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
KNDGMFLB_02912	CDS	126				hypothetical protein
KNDGMFLB_02913	CDS	315				hypothetical protein
KNDGMFLB_02914	CDS	612	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
KNDGMFLB_02915	CDS	177				hypothetical protein
KNDGMFLB_02916	CDS	144				hypothetical protein
KNDGMFLB_02917	CDS	681				hypothetical protein
KNDGMFLB_02918	CDS	225				hypothetical protein
KNDGMFLB_02919	CDS	279				hypothetical protein
KNDGMFLB_02920	CDS	1416	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
KNDGMFLB_02921	CDS	828	yodP	2.3.1.-		N-acetyltransferase YodP
KNDGMFLB_02922	CDS	1305	ylmB_2	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
KNDGMFLB_02923	CDS	654	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
KNDGMFLB_02924	tRNA	97				tRNA-Asn(gtt)
KNDGMFLB_02925	CDS	1335	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
KNDGMFLB_02926	CDS	156				hypothetical protein
KNDGMFLB_02927	CDS	114				hypothetical protein
KNDGMFLB_02928	CDS	780				hypothetical protein
KNDGMFLB_02929	CDS	1281				hypothetical protein
KNDGMFLB_02930	CDS	306				hypothetical protein
KNDGMFLB_02931	CDS	402				hypothetical protein
KNDGMFLB_02932	CDS	954				hypothetical protein
KNDGMFLB_02933	CDS	1149	phy	3.1.3.8	COG4247	3-phytase
KNDGMFLB_02934	CDS	426	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
KNDGMFLB_02935	CDS	177				hypothetical protein
KNDGMFLB_02936	CDS	588				hypothetical protein
KNDGMFLB_02937	CDS	243				hypothetical protein
KNDGMFLB_02938	CDS	132				hypothetical protein
KNDGMFLB_02939	CDS	213				hypothetical protein
KNDGMFLB_02940	CDS	363				hypothetical protein
KNDGMFLB_02941	CDS	303				hypothetical protein
KNDGMFLB_02942	CDS	147				hypothetical protein
KNDGMFLB_02943	CDS	132				hypothetical protein
KNDGMFLB_02944	CDS	192				hypothetical protein
KNDGMFLB_02945	CDS	828				hypothetical protein
KNDGMFLB_02946	CDS	219	sspC			Small, acid-soluble spore protein C
KNDGMFLB_02947	CDS	354				hypothetical protein
KNDGMFLB_02948	CDS	4950	ppsD	2.3.1.-	COG0318	Plipastatin synthase subunit D
KNDGMFLB_02949	CDS	3819	ppsE	2.3.1.-	COG3319	Plipastatin synthase subunit E
KNDGMFLB_02950	CDS	393				hypothetical protein
KNDGMFLB_02951	CDS	1533				hypothetical protein
KNDGMFLB_02952	CDS	306				hypothetical protein
KNDGMFLB_02953	CDS	1143	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
KNDGMFLB_02954	CDS	1650	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KNDGMFLB_02955	CDS	1335	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
KNDGMFLB_02956	CDS	222	yngHB		COG0511	Biotin/lipoyl attachment protein
KNDGMFLB_02957	CDS	900	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
KNDGMFLB_02958	CDS	783	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
KNDGMFLB_02959	CDS	1530	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
KNDGMFLB_02960	CDS	1200	nrnB	3.1.-.-	COG2404	Oligoribonuclease NrnB
KNDGMFLB_02961	CDS	606				hypothetical protein
KNDGMFLB_02962	CDS	894	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KNDGMFLB_02963	CDS	447				hypothetical protein
KNDGMFLB_02964	CDS	1542	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
KNDGMFLB_02965	CDS	1269	xynC	3.2.1.136		Glucuronoxylanase XynC
KNDGMFLB_02966	CDS	264	ynfE			putative protein YnfE
KNDGMFLB_02967	CDS	1500	eglS	3.2.1.4	COG2730	Endoglucanase
KNDGMFLB_02968	CDS	1398	alsT_2		COG1115	Amino-acid carrier protein AlsT
KNDGMFLB_02969	CDS	354				hypothetical protein
KNDGMFLB_02970	CDS	126				hypothetical protein
